0|0.7145272727272727|0.7276|0.8785454545454545|0.6557000000000002

1|0.5872363636363637|0.5044222222222222|0.643|0.9599

2|0.335|0.18779999999999997|0.3416727272727273|0.9974000000000001

0|0.8391636363636362|0.8547111111111111|0.9089090909090908|0.7692

1|0.6728727272727271|0.6048444444444445|0.6974363636363636|0.9789999999999999

2|0.33769090909090904|0.1906888888888889|0.3388727272727273|0.9992000000000001

0|0.7145272727272727|0.7276|0.8785454545454545|0.6557000000000002

1|0.5872363636363637|0.5044222222222222|0.643|0.9599

2|0.335|0.18779999999999997|0.3416727272727273|0.9974000000000001

0|0.8391636363636362|0.8547111111111111|0.9089090909090908|0.7692

1|0.6728727272727271|0.6048444444444445|0.6974363636363636|0.9789999999999999

2|0.33769090909090904|0.1906888888888889|0.3388727272727273|0.9992000000000001

